content,author,source
"Có lỗi, biết có lỗi,
Không lỗi, biết là không,
Do chấp nhận chánh kiến,
Chúng sanh đi cõi lành.",Kinh Pháp Cú,Phẩm Địa Ngục - Bài Kệ 319
"Như voi giữa chiến địa,
Kháng cự mọi cung tên,
Ta chịu đựng hủy báng,
Phá giới biết bao người.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 320
"Kẻ luyện voi dự hội,
Người luyện ngựa dâng vua,
Người điều phục được mình,
Tại gia ấy tối thượng.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 321
"Quý thay Lừa thuần thục,
Quý thay giống Ngựa Sindh.
Quý thay Voi ngà báu,
Tuyệt thay Bậc luyện mình.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 322
"Chẳng phải nhờ Voi, Ngựa,
Ðưa ta đến Niết Bàn,
Chính Bậc tự điều phục,
Ðạt đến bờ thênh thang.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 323
"Voi kia tên Tài Hộ,
Phát dục tiết mùi hăng,
Trói buộc, không chịu ăn,
Nhớ mẹ rừng sâu.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 324
"Người ngu si chậm lụt,
Tham ăn và ưa ngủ,
Nằm lăn như heo béo,
Sanh tử lưu chuyển mãi.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 325
"Trước tâm ta đi loạn,
Thiệt nhiều chốn lăng xăng,
Thích tầm mọi dục lạc,
Tuổi còn trẻ, buông lung.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 326
"Nay ta điều phục tâm,
Như người quản voi tượng,
Kiểm soát voi quậy phá,
Ta sống không phóng dật.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 327
"Hãy ưa thích không phóng dật,
Hãy giữ gìn tâm ý mình!
Tự cứu mình khỏi đường ác,
Như voi sa lầy, tự cứu.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 328
"Nếu gặp bạn trí giả,
Cùng đi, sống nghiêm tịnh,
Nên vui vẻ, tỉnh giác,
Sống chung, phá chướng ngại.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 329
"Nếu không gặp bạn trí,
Cùng đi, sống nghiêm tịnh,
Hãy đi một mình thôi,
Như vua bỏ nước mình,
Như voi sống rừng sâu.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 330
"Tốt hơn sống một mình,
Không làm bạn người ngu.
Hãy sống đời độc cư,
Không làm ác, ít muộn,
Như voi sống rừng sâu.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 331
"Lạc thay, được bạn hữu,
Khi cần hay hoạn nạn,
Lạc thay, được thỏa mãn,
Với đủ mọi ước muốn.
Lạc thay, công đức lớn,
Khi mạng sắp chung cuộc,
Lạc thay, mọi khổ diệt.",Kinh Pháp Cú,Phẩm Con Voi - Bài Kệ 332
"Lạc thay, hiếu mẹ cha
Ðời này cõi đời sau,
Lạc thay kính bậc Thánh,
Ðời này cõi đời sau.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 333
"Từ dục sinh lo sợ,
Ly dục, không lo sợ,
Ai khéo xa lìa dục,
Không khó tránh đường ma.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 334
"Ai bị dục lạc hại,
Tâm ý bị trói buộc,
Ái ưa nhuốm đẹp sắc,
Người ấy ái tăng trưởng,
Thật buộc chặt thêm nữa.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 335
"Ai vui diệt tham ái,
Thường tập không tịnh quán,
Người ấy sẽ tận diệt
Trói buộc của ác ma.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 336
"Vị ấy đạt đích cuối,
Không sợ, không tham ái,
Không nhiễm ô, thoát chướng,
Nhổ tên khổ sanh tử,
Thân này là sau cuối.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 337
"Không ái không chấp thủ,
Thiện xảo thuộc từ cú,
Hiểu văn tự thứ lớp,
Người này gọi đại trí,
Thân này là sau cuối.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 338
"Ta hàng phục tất cả,
Ta rõ biết tất cả,
Mọi pháp không nhiễm ô,
Ta từ bỏ tất cả,
Ái diệt, tự giải thoát,
Tự mình rõ thắng trí,
Nói ai là bậc Thầy?",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 339
"Dòng ái dục chảy khắp,
Như giây leo mọc tràn,
Thấy giây leo vừa sanh,
Với tuệ, hãy đoạn gốc.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 340
"Người đời nhớ ái dục,
Ưa thích các hỷ lạc.
Tuy mong cầu an lạc,
Họ vẫn phải sanh già.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 341
"Người bị ái buộc ràng,
Vùng vẫy và hoảng sợ,
Như thỏ bị sa lưới.
Họ sanh ái trói buộc,
Chịu khổ đau dài dài.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 342
"Người bị ái buộc ràng,
Vùng vẫy và hoảng sợ,
Như thỏ bị sa lưới.
Do vậy vị tỷ kheo,
Mong cầu mình ly tham
Nên nhiếp phục ái dục.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 343
"Lìa rừng lại hướng rừng
Thoát rừng chạy theo rừng.
Nên xem người như vậy,
Ðược thoát khỏi buộc ràng.
Lại chạy theo ràng buộc.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 344
"Sắt, cây, gai trói buộc
Người trí xem chưa bền.
Tham châu báu, trang sức
Tham vọng vợ và con.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 345
"Người có trí nói rằng:
""Trói buộc này thật bền.
Rì kéo xuống, lún xuống,
Nhưng thật sự khó thoát.
Người trí cắt trừ nó,
Bỏ dục lạc, không màng.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 346
"Người đắm say ái dục
Tự lao mình xuống dòng
Như nhện sa lưới dệt.
Người trí cắt trừ nó,
Bỏ mọi khổ, không màng.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 347
"Bỏ quá, hiện, vị lai,
Ðến bờ kia cuộc đời,
Ý giải thoát tất cả,
Chớ vướng lại sanh già.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 348
"Người tà ý nhiếp phục,
Tham sắc bén nhìn tịnh,
Người ấy ái tăng trưởng,
Làm giây trói mình chặt.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 349
"Ai vui, an tịnh ý,
Quán bất tịnh, thường niệm,
Người ấy sẽ diệt ái,
Cắt đứt Ma trói buộc.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 350
"Ai tới đích, không sợ,
Ly ái, không nhiễm ô
Nhổ mũi tên sanh tử,
Thân này thân cuối cùng.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 351
"Ái lìa, không chấp thủ.
Cú pháp khéo biện tài
Thấu suốt từ vô ngại,
Hiểu thứ lớp trước sau.
Thân này thân cuối cùng
Vị như vậy được gọi,
Bậc Ðại trí, đại nhân.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 352
"Ta hàng phục tất cả,
Ta rõ biết tất cả,
Không bị nhiễm pháp nào.
Ta từ bỏ tất cả
Ái diệt, tự giải thoát.
Ðã tự mình thắng trí,
Ta gọi ai thầy ta?",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 353
"Pháp thí, thắng mọi thí!
Pháp vị, thắng mọi vị!
Pháp hỷ, thắng mọi hỷ!
Ái diệt, dứt mọi khổ!",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 354
"Tài sản hại người ngu.
Không người tìm bờ kia
Kẻ ngu vì tham giàu,
Hại mình và hại người.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 355
"Cỏ làm hại ruộng vườn,
Tham làm hại người đời.
Bố thí người ly tham,
Do vậy được quả lớn.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 356
"Cỏ làm hại ruộng vườn,
Sân làm hại người đời.
Bố thí người ly sân,
Do vậy được quả lớn.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 357
"Cỏ làm hại ruộng vườn,
Si làm hại người đời,
Bố thí người ly si,
Do vậy được quả lớn.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 358
"Cỏ làm hại ruộng vườn,
Dục làm hại người đời.
Bố thí người ly dục,
Do vậy được quả lớn.",Kinh Pháp Cú,Phẩm Ái Dục - Bài Kệ 359
"Lành thay, phòng hộ mắt,
Lành thay, phòng hộ tai,
Lành thay, phòng hộ mũi,
Lành thay, phòng hộ lưỡi.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 360
"Lành thay, phòng hộ thân!
Lành thay, phòng hộ lời,
Lành thay, phòng hộ ý,
Lành thay, hộ tất cả.
Tỷ kheo hộ tất cả,
Giải thoát mọi khổ đau.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 361
"Người chế ngự tay chân,
Chế ngự lời và đầu,
Ðiều phục trong nội tâm,
Tịnh lạc, sống độc cư,
Người ấy gọi Tỷ kheo.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 362
"Tỷ kheo chế ngự miệng,
Nói năng điều hòa nhã,
Không tự cao, giảng Nghĩa,
Giảng Pháp, ngọt lời nói.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 363
"Vị Tỳ kheo thích pháp,
Mến pháp, suy tư pháp,
Tâm tư niệm chánh pháp,
Không rời bỏ chánh pháp.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 364
"Không khinh điều mình được,
Không ganh người khác được,
Tỳ kheo ganh tỵ người
Không sao chứng thiền định.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 365
"Tỳ kheo dầu được ít,
Không khinh điều mình được,
Sống thanh tịnh không nhác,
Chư thiên khen vị này.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 366
"Hoàn toàn, đối danh sắc,
Không chấp ta, của ta,
Không chấp, không sầu não,
Thật xứng danh Tỳ kheo.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 367
"Tỳ kheo trú từ bi,
Tín thành giáo pháp Phật,
Chứng cảnh giới tịch tịnh,
Các hạnh an tịnh lạc.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 368
"Tỷ kheo, tát thuyền này,
Thuyền không, nhẹ đi mau.
Trừ tham, diệt sân hận,
Tất chứng đạt Niết Bàn.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 369
"Ðoạn năm, từ bỏ năm,
Năm thứ khác, tu tập,
Tỷ kheo vượt năm chấp,
Ðược gọi độ bộc lưu.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 370
"Tỷ kheo hãy tu thiền,
Chớ buông lung, phóng dật,
Chớ để tâm tham dục,
Trôi lăn theo sắc pháp,
Chớ phóng dật nuốt sắt,
Lửa đốt, chớ than khóc:
""Ðây là khổ"", ""Ðây là khổ"".",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 371
"Không trí tuệ, không thiền,
Không thiền, không trí tuệ.
Ai thiền, tuệ song hành,
Gần Niết Bàn, người ấy.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 372
"Tỷ kheo nhập tịnh thất,
Tâm an trú thiền định,
Thấu rõ chơn chánh pháp,
Hưởng an lạc vô thượng.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 373
"Vị nào quán tự tri,
Sự hợp, diệt các uẩn,
Ðạt được hỷ và lạc,
Vị ấy chứng bất tử.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 374
"Ðiều bậc nhất ở đây,
Tỷ kheo có trí tuệ:
Hộ trì các căn môn,
Tu tập tri túc hạnh,
Hộ trì giới căn bản,
Thân cận bạn hiền lương,
Sạch hạnh, hành cần mẫn.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 375
"Hãy sống thân thiện hảo,
Thủ giới hạnh đoan chính,
Nhờ vậy được hoan hỷ,
Chấm dứt mọi khổ đau.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 376
"Như hoa Vassikà,
Quăng bỏ cánh úa tàn,
Cũng vậy vị Tỷ kheo,
Hãy giải thoát tham sân.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 377
"Tỷ kheo thân tịnh lặng,
Lời nói và tâm định,
Giữ yên lặng tư tưởng,
Ðược gọi an tịnh vui.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 378
"Tự mình làm sáng tỏ,
Tự tỉnh giác, tự ngự,
Tỷ kheo trú an lạc,
Vị ấy tự điều phục.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 379
"Tự mình, Chủ tự mình,
Ai khác chủ tự mình,
Vì vậy hãy điều phục,
Như thương gia ngựa hiền.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 380
"Tỷ kheo đầy hoan hỷ,
Tín thành giáo pháp Phật,
Sẽ đạt cảnh an tịnh,
Tịch tịnh lạc, các hành.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 381
"Tỷ kheo dầu niên thiếu,
Nhiệt tâm Pháp Phật dạy,
Soi Sáng đời thế này,
Như trăng thoát khỏi mây.",Kinh Pháp Cú,Phẩm Tỳ Khưu - Bài Kệ 382
"Này đây Bà-la-môn,
Hãy đoạn dòng tham ái,
Thấu triệt Pháp suy hoại,
Chứng đạt bậc Vô Sanh.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 383
"Bà-la-môn trí tuệ,
An trụ hai pháp lành,
Vượt sang bờ bên đó,
Dứt phiền não mối manh.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 384
"Vị nào ở bờ này,
Bờ kia, không chấp trước,
Vô ngại, không dính mắc,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 385
"Ẩn cư, thiền, thanh tịnh,
Vô lậu, tu viên thành,
Ðạt đến đích tối thượng,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 386
"Mặt trời sáng ban ngày,
Trăng sáng lúc đêm hơi,
Quân vương mặc áo giáp,
Bà-la-môn tịnh lự,
Phật rực sáng suốt ngày.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 387
"Bỏ ác gọi Bà-la-môn,
Sống bình đẳng, Sa-môn,
Bỏ nhơ đi khất thực,
Gọi vị ấy Tỷ kheo.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 388
"Không nên đánh Phạm chí,
Phạm chí chớ trả đũa,
Hại ai, Phạm chí, nhục,
Nhục, hơn nhục, không đánh.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 389
"Ðối với Bà là môn,
Ðiều này lợi không nhỏ,
Tâm yêu thương từ bỏ,
Ý độc hại dứt ngay,
Ðiều phục được thế này,
Khổ đau hẳn đoạn tuyệt.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 390
"Người không tạo ác hạnh,
Bằng chính thân – khẩu – ý,
Ba nghiệp được chế chỉ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 391
"Ai học từ người khác,
Chánh pháp Phật giảng dạy,
Hãy cung kính vị ấy,
Như Phạm chí kính lửa.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 392
"Không do búi tóc rối,
Dòng họ, tộc xuất sanh,
Là Phạm chí, Phạm Chí,
Ai chơn lý, chánh pháp,
Người ấy liền thanh tịnh,
Người ấy Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 393
"Này người ngu, vô ích,
Búi tóc rối bên ngoài!
Vô ích y da thú!
Bên trong có mạng lưới,
Còn ngoài trang sức lông.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 394
"Người đắp y chắp vá,
Gầy ốm gân lộ ra,
Thiền định giữa rừng già,
Bà-la-môn Ta gọi.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 395
"Ta không gọi Phạm chí,
Do mẹ và dòng họ,
Chỉ gọi ""Người thân ái"",
Nếu người ấy hữu sản,
Không có, không chấp trước,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 396
"Cắt mọi kiết sử nào,
Không có một sợ hãi,
Không chấp trước, giải thoát,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 397
"Cắt dây cương, đai da,
Dứt dây, đồ phụ xa,
Bỏ trục ngang, giác ngộ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 398
"Chịu khiển trách, đánh đập,
Giết hại, không sân hận,
Hoài nhẫn lực quân đội,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 399
"Giữ giới đức, ly ái,
Tròn bổn phận không sân,
Lần cuối tự điều thân,
Bà-la-môn Ta gọi.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 400
"Như nước trên lá sen,
Ðầu kim hạt cải mèn,
Dục lạc không vướng mắc,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 401
"Ai tại thế gian này,
Chứng đắc sự diệt khổ,
Bỏ gánh nặng, siêu độ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 402
"Người trí tuệ sâu xa,
Quán triệt đường Chánh – Tà,
Ðạt đến đích tối thượng,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 403
"Chẳng quan tâm thân thiện,
Hàng thế tục, xuất gia,
Sống vô dục, không nhà,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 404
"Bỏ trượng hại sanh linh,
Yếu mạnh không sát hại,
Không giết, không bảo giết,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 405
"Không thù giữa thù địch,
An tịnh giữa bạo lực,
Bất chấp giữa chấp trước,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 406
"Vất tham dục, sân hận,
Bỏ kiêu mạn, tị hiềm,
Như hạt cải đầu kim,
Bà-la-môn Ta gọi.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 407
"Lời nói không thô ác,
Chơn thật, không mạnh bạc,
Không nói lời chia rẽ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 408
"Ở đời, vật dài, ngắn,
Nhỏ, lớn, đẹp hay xấu
Phàm không cho không lấy,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 409
"Người không có hy cầu,
Ðời này và đời sau,
Không hy cầu, giải thoát,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 410
"Người không còn tham ái,
Có trí, không nghi hoặc,
Thể nhập vào bất tử,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 411
"Người sống ở đời này
Không nhiễm cả thiện ác,
Không sầu, sạch không bụi
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 412
"Như trăng, sạch không uế
Sáng trong và tịnh lặng,
Hữu ái, được đoạn tận,
Ta gọi Bà là môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 413
"Vượt đường nguy hiểm này,
Nhiếp phục luân hồi, si,
Ðến bờ kia thiền định
Không dục ái, không nghi,
Không chấp trước, tịch tịnh,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 414
"Ai ở đời, đoạn dục,
Bỏ nhà, sống xuất gia,
Dục hữu được đoạn tận,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 415
"Ai ở đời đoạn ái
Bỏ nhà, sống xuất gia,
Ái hữu được đoạn tận,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 416
"Bỏ trói buộc loài người,
Vượt trói buộc cõi trời.
Giải thoát mọi buộc ràng,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 417
"Bỏ điều ưa, điều ghét,
Mát lạnh, diệt sanh y
Bậc anh hùng chiến thắng,
Nhiếp phục mọi thế giới,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 418
"Ai hiểu rõ hoàn toàn
Sanh tử các chúng sanh,
Không nhiễm, khéo vượt qua,
Sáng suốt chân giác ngộ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 419
"Với ai, loài trời, người
Cùng với Càn thát bà,
Không biết chỗ thọ sanh
Lậu tận bậc La hán.
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 420
"Ai quá, hiện, vị lai
Không một sở hữu gì,
Không sở hữu không nắm,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 421
"Bậc trâu chúa, thù thắng
Bậc anh hùng, đại sĩ,
Bậc chiến thắng, không nhiễm,
Bậc tẩy sạch, giác ngộ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 422
"Ai biết được đời trước,
Thấy thiên giới, đọa xứ,
Ðạt được sanh diệt tận
Thắng trí, tự viên thành
Bậc mâu ni đạo sĩ.
Viên mãn mọi thành tựu
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 423